 i1 j1 k1 i2 j2 k2   <i1j1k1|H|i2j2k2> 
  4  5  0  3  7  0    -0.00064560
  5  5  0  3  7  0     0.00187854
  1  6  0  3  7  0     0.00110277
  1  7  0  3  7  0    -0.00129344
  0  0  0  1  8  0    -0.00000037
  1  0  0  1  8  0     0.00000094
  2  0  0  1  8  0    -0.00000030
  3  0  0  1  8  0     0.00000114
  4  0  0  1  8  0     0.00000001
  5  0  0  1  8  0     0.00000012
  6  0  0  1  8  0    -0.00000002
  7  0  0  1  8  0     0.00000000
  8  0  0  1  8  0    -0.00000001
  9  0  0  1  8  0    -0.00000002
 10  0  0  1  8  0     0.00000000
  0  1  0  1  8  0     0.00000234
  0  2  0  1  8  0    -0.00001020
  0  3  0  1  8  0    -0.00003409
  0  4  0  1  8  0     0.00008943
  0  5  0  1  8  0     0.00017131
  0  6  0  1  8  0    -0.00017022
  0 10  0  1  8  0    -0.00024494
  0  0  2  1  8  0    -0.00000006
  0  0  4  1  8  0     0.00000000
  0  0  6  1  8  0     0.00000000
  0  0  8  1  8  0     0.00000000
  0  0 10  1  8  0     0.00000000
  1  1  0  1  8  0    -0.00000588
  2  1  0  1  8  0     0.00000187
  3  1  0  1  8  0    -0.00000713
  4  1  0  1  8  0    -0.00000008
  5  1  0  1  8  0    -0.00000070
  6  1  0  1  8  0     0.00000008
  7  1  0  1  8  0    -0.00000002
  8  1  0  1  8  0     0.00000002
  9  1  0  1  8  0     0.00000003
  1  2  0  1  8  0     0.00002545
  2  2  0  1  8  0    -0.00000812
  3  2  0  1  8  0     0.00003091
  4  2  0  1  8  0     0.00000042
  5  2  0  1  8  0     0.00000287
  6  2  0  1  8  0    -0.00000030
  7  2  0  1  8  0     0.00000013
  8  2  0  1  8  0    -0.00000002
  1  3  0  1  8  0     0.00008657
  2  3  0  1  8  0    -0.00002675
  3  3  0  1  8  0     0.00010544
  4  3  0  1  8  0     0.00000164
  5  3  0  1  8  0     0.00000911
  6  3  0  1  8  0    -0.00000092
  7  3  0  1  8  0     0.00000044
  1  4  0  1  8  0    -0.00024332
  2  4  0  1  8  0     0.00006568
  3  4  0  1  8  0    -0.00029669
  4  4  0  1  8  0    -0.00000570
  5  4  0  1  8  0    -0.00002406
  6  4  0  1  8  0     0.00000235
  1  5  0  1  8  0    -0.00056713
  2  5  0  1  8  0     0.00009591
  3  5  0  1  8  0    -0.00068909
  4  5  0  1  8  0    -0.00001933
  5  5  0  1  8  0    -0.00005282
  1  6  0  1  8  0     0.00103214
  2  6  0  1  8  0     0.00004842
  3  6  0  1  8  0     0.00123512
  4  6  0  1  8  0     0.00006259
  3  7  0  1  8  0    -0.00111314
  0  0  0  2  8  0     0.00000070
  1  0  0  2  8  0    -0.00000030
  2  0  0  2  8  0     0.00000183
  3  0  0  2  8  0    -0.00000014
  4  0  0  2  8  0     0.00000148
  5  0  0  2  8  0     0.00000000
  6  0  0  2  8  0     0.00000020
  7  0  0  2  8  0     0.00000005
  8  0  0  2  8  0    -0.00000007
  9  0  0  2  8  0    -0.00000012
 10  0  0  2  8  0     0.00000008
  0  1  0  2  8  0    -0.00000438
  0  2  0  2  8  0     0.00001895
  0  3  0  2  8  0     0.00006441
  0  4  0  2  8  0    -0.00018035
  0  5  0  2  8  0    -0.00041641
  0  6  0  2  8  0     0.00074282
  0  7  0  2  8  0    -0.00067560
  0  8  0  2  8  0    -0.00087794
  0  9  0  2  8  0     0.00069126
  0 10  0  2  8  0     0.00101093
  0  0  2  2  8  0     0.00000009
  0  0  4  2  8  0     0.00000001
  0  0  6  2  8  0     0.00000000
  0  0  8  2  8  0     0.00000000
  0  0 10  2  8  0     0.00000000
  1  1  0  2  8  0     0.00000187
  2  1  0  2  8  0    -0.00001142
  3  1  0  2  8  0     0.00000085
  4  1  0  2  8  0    -0.00000933
  5  1  0  2  8  0     0.00000004
  6  1  0  2  8  0    -0.00000117
  7  1  0  2  8  0    -0.00000020
  8  1  0  2  8  0     0.00000017
  9  1  0  2  8  0     0.00000017
  1  2  0  2  8  0    -0.00000813
  2  2  0  2  8  0     0.00004950
  3  2  0  2  8  0    -0.00000362
  4  2  0  2  8  0     0.00004077
  5  2  0  2  8  0    -0.00000027
  6  2  0  2  8  0     0.00000474
  7  2  0  2  8  0     0.00000066
  8  2  0  2  8  0    -0.00000040
  1  3  0  2  8  0    -0.00002677
  2  3  0  2  8  0     0.00016888
  3  3  0  2  8  0    -0.00001089
  4  3  0  2  8  0     0.00014008
  5  3  0  2  8  0    -0.00000128
  6  3  0  2  8  0     0.00001505
  7  3  0  2  8  0     0.00000186
  1  4  0  2  8  0     0.00006575
  2  4  0  2  8  0    -0.00047647
  3  4  0  2  8  0     0.00001745
  4  4  0  2  8  0    -0.00039654
  5  4  0  2  8  0     0.00000550
  6  4  0  2  8  0    -0.00003993
  1  5  0  2  8  0     0.00009610
  2  5  0  2  8  0    -0.00111596
  3  5  0  2  8  0    -0.00003603
  4  5  0  2  8  0    -0.00092680
  5  5  0  2  8  0     0.00002228
  1  6  0  2  8  0     0.00004798
  2  6  0  2  8  0     0.00204012
  3  6  0  2  8  0     0.00036636
  4  6  0  2  8  0     0.00167015
  0  0  0  1  9  0     0.00000016
  1  0  0  1  9  0    -0.00000042
  2  0  0  1  9  0     0.00000013
  3  0  0  1  9  0    -0.00000051
  4  0  0  1  9  0     0.00000000
  5  0  0  1  9  0    -0.00000006
  6  0  0  1  9  0     0.00000001
  7  0  0  1  9  0     0.00000000
  8  0  0  1  9  0     0.00000002
  9  0  0  1  9  0     0.00000004
 10  0  0  1  9  0    -0.00000002
  0  1  0  1  9  0    -0.00000105
  0  2  0  1  9  0     0.00000471
  0  3  0  1  9  0     0.00001671
  0  4  0  1  9  0    -0.00004813
  0  5  0  1  9  0    -0.00011265
  0  6  0  1  9  0     0.00019477
  0  7  0  1  9  0    -0.00017821
  0  0  2  1  9  0     0.00000002
  0  0  4  1  9  0     0.00000000
  0  0  6  1  9  0     0.00000000
  0  0  8  1  9  0     0.00000000
  0  0 10  1  9  0     0.00000000
  1  1  0  1  9  0     0.00000267
  2  1  0  1  9  0    -0.00000084
  3  1  0  1  9  0     0.00000323
  4  1  0  1  9  0     0.00000003
  5  1  0  1  9  0     0.00000033
  6  1  0  1  9  0    -0.00000005
  7  1  0  1  9  0     0.00000001
  8  1  0  1  9  0    -0.00000003
  9  1  0  1  9  0    -0.00000006
  1  2  0  1  9  0    -0.00001183
  2  2  0  1  9  0     0.00000376
  3  2  0  1  9  0    -0.00001433
  4  2  0  1  9  0    -0.00000017
  5  2  0  1  9  0    -0.00000141
  6  2  0  1  9  0     0.00000016
  7  2  0  1  9  0    -0.00000005
  8  2  0  1  9  0     0.00000004
  1  3  0  1  9  0    -0.00004177
  2  3  0  1  9  0     0.00001331
  3  3  0  1  9  0    -0.00005073
  4  3  0  1  9  0    -0.00000070
  5  3  0  1  9  0    -0.00000467
  6  3  0  1  9  0     0.00000050
  7  3  0  1  9  0    -0.00000021
  1  4  0  1  9  0     0.00012305
  2  4  0  1  9  0    -0.00003761
  3  4  0  1  9  0     0.00014989
  4  4  0  1  9  0     0.00000234
  5  4  0  1  9  0     0.00001288
  6  4  0  1  9  0    -0.00000132
  1  5  0  1  9  0     0.00031021
  2  5  0  1  9  0    -0.00008165
  3  5  0  1  9  0     0.00037814
  4  5  0  1  9  0     0.00000747
  5  5  0  1  9  0     0.00003067
  1  6  0  1  9  0    -0.00066097
  2  6  0  1  9  0     0.00010427
  3  6  0  1  9  0    -0.00080245
  4  6  0  1  9  0    -0.00002320
  1  7  0  1  9  0     0.00111867
  2  7  0  1  9  0     0.00006293
  3  7  0  1  9  0     0.00133679
  0  0  0  1  0  2     0.00028399
  1  0  0  1  0  2    -0.00032761
  2  0  0  1  0  2     0.00031599
  3  0  0  1  0  2    -0.00053703
  4  0  0  1  0  2     0.00001134
  5  0  0  1  0  2    -0.00002446
  6  0  0  1  0  2     0.00000255
  7  0  0  1  0  2    -0.00000173
  8  0  0  1  0  2    -0.00000050
  9  0  0  1  0  2    -0.00000005
 10  0  0  1  0  2    -0.00000018
  0  1  0  1  0  2    -0.00008665
  0  2  0  1  0  2     0.00002523
  0  3  0  1  0  2     0.00000792
  0  4  0  1  0  2    -0.00000268
  0  5  0  1  0  2    -0.00000097
  0  6  0  1  0  2     0.00000037
  0  7  0  1  0  2    -0.00000015
  0  8  0  1  0  2    -0.00000006
  0  9  0  1  0  2     0.00000002
  0 10  0  1  0  2     0.00000001
  0  0  4  1  0  2     0.00071641
  0  0  6  1  0  2     0.00004999
  0  0  8  1  0  2     0.00000356
  0  0 10  1  0  2    -0.00000027
  1  1  0  1  0  2    -0.00188692
  2  1  0  1  0  2    -0.00009635
  3  1  0  1  0  2     0.00014760
  4  1  0  1  0  2    -0.00000012
  5  1  0  1  0  2     0.00001010
  6  1  0  1  0  2    -0.00000077
  7  1  0  1  0  2     0.00000086
  8  1  0  1  0  2     0.00000016
  9  1  0  1  0  2     0.00000013
  1  2  0  1  0  2     0.00052595
  2  2  0  1  0  2     0.00002690
  3  2  0  1  0  2    -0.00004731
  4  2  0  1  0  2    -0.00000005
  5  2  0  1  0  2    -0.00000376
  6  2  0  1  0  2     0.00000025
  7  2  0  1  0  2    -0.00000024
  8  2  0  1  0  2     0.00000000
  1  3  0  1  0  2     0.00015705
  2  3  0  1  0  2     0.00000823
  3  3  0  1  0  2    -0.00001613
  4  3  0  1  0  2     0.00000002
  5  3  0  1  0  2    -0.00000142
  6  3  0  1  0  2     0.00000013
  7  3  0  1  0  2    -0.00000005
  1  4  0  1  0  2    -0.00005039
  2  4  0  1  0  2    -0.00000274
  3  4  0  1  0  2     0.00000580
  4  4  0  1  0  2    -0.00000002
  5  4  0  1  0  2     0.00000056
  6  4  0  1  0  2    -0.00000007
  1  5  0  1  0  2    -0.00001720
  2  5  0  1  0  2    -0.00000098
  3  5  0  1  0  2     0.00000218
  4  5  0  1  0  2     0.00000000
  5  5  0  1  0  2     0.00000023
  1  6  0  1  0  2     0.00000617
  2  6  0  1  0  2     0.00000036
  3  6  0  1  0  2    -0.00000085
  4  6  0  1  0  2     0.00000000
  1  7  0  1  0  2    -0.00000231
  2  7  0  1  0  2    -0.00000014
  3  7  0  1  0  2     0.00000035
  1  8  0  1  0  2    -0.00000090
  2  8  0  1  0  2    -0.00000005
  1  9  0  1  0  2     0.00000036
  0  0  0  2  0  2    -0.00023526
  1  0  0  2  0  2     0.00032633
  2  0  0  2  0  2    -0.00064915
  3  0  0  2  0  2     0.00029946
  4  0  0  2  0  2    -0.00073595
  5  0  0  2  0  2    -0.00002040
  6  0  0  2  0  2    -0.00003984
  7  0  0  2  0  2    -0.00000465
  8  0  0  2  0  2     0.00000275
  9  0  0  2  0  2    -0.00000172
 10  0  0  2  0  2    -0.00000005
  0  1  0  2  0  2     0.00008101
  0  2  0  2  0  2    -0.00002727
  0  3  0  2  0  2    -0.00000950
  0  4  0  2  0  2     0.00000346
  0  5  0  2  0  2     0.00000132
  0  6  0  2  0  2    -0.00000052
  0  7  0  2  0  2     0.00000021
  0  8  0  2  0  2     0.00000009
  0  9  0  2  0  2    -0.00000004
  0 10  0  2  0  2    -0.00000002
  0  0  2  2  0  2    -0.00048480
  0  0  4  2  0  2    -0.00081481
  0  0  6  2  0  2    -0.00005758
  0  0  8  2  0  2    -0.00000396
  0  0 10  2  0  2     0.00000030
  1  1  0  2  0  2    -0.00009632
  2  1  0  2  0  2    -0.00178539
  3  1  0  2  0  2    -0.00009080
  4  1  0  2  0  2     0.00019883
  5  1  0  2  0  2     0.00000187
  6  1  0  2  0  2     0.00001628
  7  1  0  2  0  2     0.00000155
  8  1  0  2  0  2    -0.00000132
  9  1  0  2  0  2     0.00000087
  1  2  0  2  0  2     0.00002682
  2  2  0  2  0  2     0.00049195
  3  2  0  2  0  2     0.00002413
  4  2  0  2  0  2    -0.00006303
  5  2  0  2  0  2    -0.00000061
  6  2  0  2  0  2    -0.00000617
  7  2  0  2  0  2    -0.00000058
  8  2  0  2  0  2     0.00000043
  1  3  0  2  0  2     0.00000820
  2  3  0  2  0  2     0.00014521
  3  3  0  2  0  2     0.00000709
  4  3  0  2  0  2    -0.00002128
  5  3  0  2  0  2    -0.00000027
  6  3  0  2  0  2    -0.00000238
  7  3  0  2  0  2    -0.00000027
  1  4  0  2  0  2    -0.00000273
  2  4  0  2  0  2    -0.00004610
  3  4  0  2  0  2    -0.00000228
  4  4  0  2  0  2     0.00000757
  5  4  0  2  0  2     0.00000010
  6  4  0  2  0  2     0.00000094
  1  5  0  2  0  2    -0.00000097
  2  5  0  2  0  2    -0.00001558
  3  5  0  2  0  2    -0.00000078
  4  5  0  2  0  2     0.00000282
  5  5  0  2  0  2     0.00000003
  1  6  0  2  0  2     0.00000036
  2  6  0  2  0  2     0.00000554
  3  6  0  2  0  2     0.00000028
  4  6  0  2  0  2    -0.00000109
  1  7  0  2  0  2    -0.00000014
  2  7  0  2  0  2    -0.00000205
  3  7  0  2  0  2    -0.00000010
  1  8  0  2  0  2    -0.00000005
  2  8  0  2  0  2    -0.00000079
  1  9  0  2  0  2     0.00000002
  0  0  0  3  0  2    -0.00000351
  1  0  0  3  0  2    -0.00039098
  2  0  0  3  0  2     0.00032117
  3  0  0  3  0  2    -0.00096209
  4  0  0  3  0  2     0.00025903
  5  0  0  3  0  2     0.00092085
  6  0  0  3  0  2    -0.00003158
  7  0  0  3  0  2     0.00005751
  8  0  0  3  0  2     0.00000801
  9  0  0  3  0  2     0.00000152
 10  0  0  3  0  2     0.00000487
  0  1  0  3  0  2     0.00000153
  0  2  0  3  0  2    -0.00000052
  0  3  0  3  0  2    -0.00000013
  0  4  0  3  0  2     0.00000003
  0  5  0  3  0  2     0.00000001
  0  6  0  3  0  2     0.00000000
  0  7  0  3  0  2     0.00000000
  0  8  0  3  0  2     0.00000000
  0  9  0  3  0  2     0.00000000
  0 10  0  3  0  2     0.00000000
  0  0  2  3  0  2    -0.00001758
  0  0  4  3  0  2     0.00000964
  0  0  6  3  0  2    -0.00000065
  0  0  8  3  0  2    -0.00000008
  0  0 10  3  0  2     0.00000001
  1  1  0  3  0  2     0.00013320
  2  1  0  3  0  2    -0.00009166
  3  1  0  3  0  2    -0.00168888
  4  1  0  3  0  2    -0.00007877
  5  1  0  3  0  2    -0.00024442
  6  1  0  3  0  2     0.00000446
  7  1  0  3  0  2    -0.00002330
  8  1  0  3  0  2    -0.00000258
  9  1  0  3  0  2    -0.00000042
  1  2  0  3  0  2    -0.00004468
  2  2  0  3  0  2     0.00002419
  3  2  0  3  0  2     0.00046029
  4  2  0  3  0  2     0.00001963
  5  2  0  3  0  2     0.00007649
  6  2  0  3  0  2    -0.00000160
  7  2  0  3  0  2     0.00000889
  8  2  0  3  0  2     0.00000084
  1  3  0  3  0  2    -0.00001553
  2  3  0  3  0  2     0.00000709
  3  3  0  3  0  2     0.00013442
  4  3  0  3  0  2     0.00000544
  5  3  0  3  0  2     0.00002551
  6  3  0  3  0  2    -0.00000063
  7  3  0  3  0  2     0.00000342
  1  4  0  3  0  2     0.00000563
  2  4  0  3  0  2    -0.00000228
  3  4  0  3  0  2    -0.00004225
  4  4  0  3  0  2    -0.00000165
  5  4  0  3  0  2    -0.00000899
  6  4  0  3  0  2     0.00000022
  1  5  0  3  0  2     0.00000213
  2  5  0  3  0  2    -0.00000078
  3  5  0  3  0  2    -0.00001415
  4  5  0  3  0  2    -0.00000053
  5  5  0  3  0  2    -0.00000332
  1  6  0  3  0  2    -0.00000084
  2  6  0  3  0  2     0.00000028
  3  6  0  3  0  2     0.00000499
  4  6  0  3  0  2     0.00000018
  1  7  0  3  0  2     0.00000034
  2  7  0  3  0  2    -0.00000010
  3  7  0  3  0  2    -0.00000184
  1  8  0  3  0  2     0.00000014
  2  8  0  3  0  2    -0.00000004
  1  9  0  3  0  2    -0.00000006
  1  0  2  3  0  2    -0.00079033
  0  0  0  4  0  2     0.00001196
  1  0  0  4  0  2    -0.00000367
  2  0  0  4  0  2    -0.00053015
  3  0  0  4  0  2     0.00029368
  4  0  0  4  0  2    -0.00126481
  5  0  0  4  0  2    -0.00020640
  6  0  0  4  0  2     0.00109334
  7  0  0  4  0  2     0.00004706
  8  0  0  4  0  2    -0.00007583
  9  0  0  4  0  2     0.00002276
 10  0  0  4  0  2    -0.00000045
  0  1  0  4  0  2    -0.00000489
  0  2  0  4  0  2     0.00000173
  0  3  0  4  0  2     0.00000061
  0  4  0  4  0  2    -0.00000023
  0  5  0  4  0  2    -0.00000009
  0  6  0  4  0  2     0.00000004
  0  7  0  4  0  2    -0.00000002
  0  8  0  4  0  2    -0.00000001
  0  9  0  4  0  2     0.00000000
  0 10  0  4  0  2     0.00000000
  0  0  2  4  0  2     0.00003403
  0  0  4  4  0  2     0.00003105
  0  0  6  4  0  2     0.00000306
  0  0  8  4  0  2     0.00000025
  0  0 10  4  0  2    -0.00000002
  1  1  0  4  0  2     0.00000133
  2  1  0  4  0  2     0.00017855
  3  1  0  4  0  2    -0.00008072
  4  1  0  4  0  2    -0.00159776
  5  1  0  4  0  2     0.00006392
  6  1  0  4  0  2    -0.00028496
  7  1  0  4  0  2    -0.00000898
  8  1  0  4  0  2     0.00003168
  9  1  0  4  0  2    -0.00000609
  1  2  0  4  0  2    -0.00000032
  2  2  0  4  0  2    -0.00005933
  3  2  0  4  0  2     0.00001988
  4  2  0  4  0  2     0.00043108
  5  2  0  4  0  2    -0.00001456
  6  2  0  4  0  2     0.00008792
  7  2  0  4  0  2     0.00000348
  8  2  0  4  0  2    -0.00001290
  1  3  0  4  0  2    -0.00000004
  2  3  0  4  0  2    -0.00002042
  3  3  0  4  0  2     0.00000548
  4  3  0  4  0  2     0.00012467
  5  3  0  4  0  2    -0.00000368
  6  3  0  4  0  2     0.00002896
  7  3  0  4  0  2     0.00000131
  1  4  0  4  0  2     0.00000000
  2  4  0  4  0  2     0.00000734
  3  4  0  4  0  2    -0.00000166
  4  4  0  4  0  2    -0.00003884
  5  4  0  4  0  2     0.00000099
  6  4  0  4  0  2    -0.00001017
  1  5  0  4  0  2     0.00000000
  2  5  0  4  0  2     0.00000275
  3  5  0  4  0  2    -0.00000053
  4  5  0  4  0  2    -0.00001290
  5  5  0  4  0  2     0.00000026
  1  6  0  4  0  2     0.00000000
  2  6  0  4  0  2    -0.00000107
  3  6  0  4  0  2     0.00000018
  4  6  0  4  0  2     0.00000451
  1  7  0  4  0  2     0.00000000
  2  7  0  4  0  2     0.00000043
  3  7  0  4  0  2    -0.00000006
  1  8  0  4  0  2     0.00000000
  2  8  0  4  0  2     0.00000018
  1  9  0  4  0  2     0.00000000
  1  0  2  4  0  2    -0.00002455
  2  0  2  4  0  2    -0.00104918
  0  0  0  5  0  2     0.00000077
  1  0  0  5  0  2    -0.00002488
  2  0  0  5  0  2     0.00000182
  3  0  0  5  0  2     0.00065596
  4  0  0  5  0  2    -0.00025497
  5  0  0  5  0  2    -0.00155661
  6  0  0  5  0  2     0.00014671
  7  0  0  5  0  2     0.00125150
  8  0  0  5  0  2     0.00010288
  9  0  0  5  0  2     0.00010056
 10  0  0  5  0  2     0.00005288
  0  1  0  5  0  2    -0.00000019
  0  2  0  5  0  2     0.00000002
  0  3  0  5  0  2     0.00000003
  0  4  0  5  0  2    -0.00000002
  0  5  0  5  0  2    -0.00000001
  0  6  0  5  0  2     0.00000001
  0  7  0  5  0  2     0.00000000
  0  8  0  5  0  2     0.00000000
  0  9  0  5  0  2     0.00000000
  0 10  0  5  0  2     0.00000000
  0  0  2  5  0  2     0.00000201
  0  0  4  5  0  2     0.00000230
  0  0  6  5  0  2    -0.00000002
  0  0  8  5  0  2     0.00000001
  0  0 10  5  0  2     0.00000000
  1  1  0  5  0  2     0.00001013
  2  1  0  5  0  2    -0.00000028
  3  1  0  5  0  2    -0.00021832
  4  1  0  5  0  2     0.00006708
  5  1  0  5  0  2    -0.00151216
  6  1  0  5  0  2    -0.00004830
  7  1  0  5  0  2    -0.00031851
  8  1  0  5  0  2    -0.00003253
  9  1  0  5  0  2    -0.00005200
  1  2  0  5  0  2    -0.00000376
  2  2  0  5  0  2    -0.00000023
  3  2  0  5  0  2     0.00007173
  4  2  0  5  0  2    -0.00001502
  5  2  0  5  0  2     0.00040430
  6  2  0  5  0  2     0.00000977
  7  2  0  5  0  2     0.00009585
  8  2  0  5  0  2     0.00001587
  1  3  0  5  0  2    -0.00000142
  2  3  0  5  0  2    -0.00000018
  3  3  0  5  0  2     0.00002441
  4  3  0  5  0  2    -0.00000377
  5  3  0  5  0  2     0.00011592
  6  3  0  5  0  2     0.00000209
  7  3  0  5  0  2     0.00003123
  1  4  0  5  0  2     0.00000056
  2  4  0  5  0  2     0.00000007
  3  4  0  5  0  2    -0.00000869
  4  4  0  5  0  2     0.00000101
  5  4  0  5  0  2    -0.00003575
  6  4  0  5  0  2    -0.00000019
  1  5  0  5  0  2     0.00000023
  2  5  0  5  0  2     0.00000002
  3  5  0  5  0  2    -0.00000323
  4  5  0  5  0  2     0.00000027
  5  5  0  5  0  2    -0.00001169
  1  6  0  5  0  2    -0.00000010
  2  6  0  5  0  2    -0.00000001
  3  6  0  5  0  2     0.00000125
  4  6  0  5  0  2    -0.00000006
  1  7  0  5  0  2     0.00000005
  2  7  0  5  0  2     0.00000000
  3  7  0  5  0  2    -0.00000050
  1  8  0  5  0  2     0.00000002
  2  8  0  5  0  2     0.00000000
  1  9  0  5  0  2    -0.00000001
  1  0  2  5  0  2    -0.00007095
  2  0  2  5  0  2     0.00002610
  3  0  2  5  0  2     0.00126869
  0  0  0  6  0  2     0.00000085
  1  0  0  6  0  2     0.00000197
  2  0  0  6  0  2    -0.00004037
  3  0  0  6  0  2    -0.00000208
  4  0  0  6  0  2     0.00076978
  5  0  0  6  0  2     0.00021010
  6  0  0  6  0  2    -0.00183869
  7  0  0  6  0  2    -0.00007012
  8  0  0  6  0  2    -0.00132017
  9  0  0  6  0  2     0.00049017
 10  0  0  6  0  2    -0.00017538
  0  1  0  6  0  2    -0.00000040
  0  2  0  6  0  2     0.00000008
  0  3  0  6  0  2    -0.00000001
  0  4  0  6  0  2     0.00000002
  0  5  0  6  0  2     0.00000001
  0  6  0  6  0  2     0.00000000
  0  7  0  6  0  2     0.00000000
  0  8  0  6  0  2     0.00000000
  0  9  0  6  0  2     0.00000000
  0 10  0  6  0  2     0.00000000
  0  0  2  6  0  2     0.00000237
  0  0  4  6  0  2     0.00000201
  0  0  6  6  0  2     0.00000016
  0  0  8  6  0  2     0.00000000
  0  0 10  6  0  2     0.00000000
  1  1  0  6  0  2    -0.00000071
  2  1  0  6  0  2     0.00001633
  3  1  0  6  0  2     0.00000162
  4  1  0  6  0  2    -0.00025308
  5  1  0  6  0  2    -0.00005278
  6  1  0  6  0  2    -0.00143305
  7  1  0  6  0  2     0.00003550
  8  1  0  6  0  2     0.00030049
  9  1  0  6  0  2    -0.00018887
  1  2  0  6  0  2     0.00000024
  2  2  0  6  0  2    -0.00000618
  3  2  0  6  0  2    -0.00000109
  4  2  0  6  0  2     0.00008211
  5  2  0  6  0  2     0.00001047
  6  2  0  6  0  2     0.00038099
  7  2  0  6  0  2    -0.00000996
  8  2  0  6  0  2    -0.00007122
  1  3  0  6  0  2     0.00000012
  2  3  0  6  0  2    -0.00000238
  3  3  0  6  0  2    -0.00000051
  4  3  0  6  0  2     0.00002762
  5  3  0  6  0  2     0.00000223
  6  3  0  6  0  2     0.00010843
  7  3  0  6  0  2    -0.00000213
